,sale_price,overall_qual,square_feet,total_room,year_build,lot_frontage
993,173900.0,6.0,750.0,6.0,2005.0,68.0
994,337500.0,10.0,1718.0,7.0,2006.0,96.0
995,121600.0,4.0,774.0,5.0,1946.0,51.0
996,136500.0,5.0,1050.0,6.0,1961.0,
997,185000.0,6.0,1442.0,6.0,1970.0,
998,91000.0,3.0,1077.0,6.0,1922.0,60.0
999,206000.0,7.0,1208.0,6.0,2006.0,64.0
1000,82000.0,3.0,944.0,4.0,1952.0,74.0
1001,86000.0,5.0,691.0,4.0,1920.0,60.0
1002,232000.0,8.0,1574.0,7.0,2006.0,75.0
1003,136905.0,5.0,1680.0,8.0,1976.0,
1004,181000.0,7.0,1504.0,7.0,2005.0,43.0
1005,149900.0,5.0,985.0,6.0,1977.0,65.0
1006,163500.0,6.0,1657.0,7.0,1970.0,
1007,88000.0,4.0,546.0,6.0,1970.0,21.0
1008,240000.0,7.0,1710.0,7.0,2004.0,43.0
1009,102000.0,5.0,1008.0,7.0,1926.0,60.0
1010,135000.0,5.0,720.0,7.0,1948.0,115.0
1011,100000.0,5.0,1664.0,8.0,1965.0,75.0
1012,165000.0,6.0,900.0,7.0,1923.0,55.0
1013,85000.0,5.0,1022.0,4.0,1910.0,60.0
1014,119200.0,6.0,1082.0,5.0,1948.0,60.0
1015,227000.0,8.0,810.0,6.0,2001.0,70.0
1016,203000.0,7.0,1504.0,6.0,1996.0,73.0
1017,187500.0,8.0,1360.0,4.0,1984.0,
1018,160000.0,7.0,802.0,7.0,1991.0,
1019,213490.0,7.0,1506.0,6.0,2005.0,43.0
1020,176000.0,4.0,1132.0,5.0,2005.0,60.0
1021,194000.0,7.0,1220.0,6.0,2006.0,64.0
1022,87000.0,5.0,912.0,6.0,1930.0,52.0
1023,191000.0,7.0,1504.0,7.0,2005.0,43.0
1024,287000.0,8.0,2898.0,10.0,1976.0,
1025,112500.0,5.0,882.0,5.0,1972.0,70.0
1026,167500.0,5.0,1264.0,6.0,1960.0,73.0
1027,293077.0,8.0,1646.0,7.0,2007.0,71.0
1028,105000.0,5.0,968.0,6.0,1941.0,79.0
1029,118000.0,6.0,672.0,7.0,1972.0,21.0
1030,160000.0,5.0,948.0,10.0,1916.0,
1031,197000.0,7.0,1687.0,12.0,1920.0,102.0
1032,310000.0,8.0,1352.0,10.0,1993.0,
1033,230000.0,7.0,1654.0,6.0,2002.0,
1034,119750.0,5.0,954.0,5.0,1938.0,50.0
1035,84000.0,4.0,845.0,5.0,1957.0,
1036,315500.0,9.0,1620.0,6.0,2007.0,89.0
1037,287000.0,8.0,1055.0,7.0,2001.0,
1038,97000.0,4.0,798.0,6.0,1970.0,21.0
1039,80000.0,4.0,630.0,3.0,1970.0,21.0
1040,155000.0,5.0,1803.0,8.0,1957.0,88.0
1041,173000.0,6.0,800.0,7.0,1966.0,
1042,196000.0,6.0,1306.0,5.0,2005.0,34.0
1043,262280.0,7.0,1532.0,10.0,1990.0,86.0
1044,278000.0,8.0,2524.0,9.0,1981.0,80.0
1045,139600.0,3.0,1733.0,8.0,1955.0,
1046,556581.0,9.0,1992.0,11.0,2005.0,85.0
1047,145000.0,5.0,990.0,5.0,1994.0,57.0
1048,115000.0,5.0,1771.0,9.0,1960.0,100.0
1049,84900.0,4.0,930.0,6.0,1946.0,60.0
1050,176485.0,7.0,1302.0,6.0,2007.0,73.0
1051,200141.0,7.0,1316.0,6.0,2007.0,103.0
1052,165000.0,6.0,1127.0,9.0,1964.0,100.0
1053,144500.0,5.0,1526.0,7.0,1957.0,68.0
1054,255000.0,8.0,1091.0,7.0,2002.0,90.0
1055,180000.0,6.0,1523.0,7.0,1976.0,104.0
1056,185850.0,7.0,1364.0,6.0,2005.0,43.0
1057,248000.0,7.0,979.0,7.0,1994.0,
1058,335000.0,9.0,1130.0,10.0,2008.0,96.0
1059,220000.0,6.0,1096.0,7.0,1932.0,
1060,213500.0,8.0,1338.0,6.0,2001.0,41.0
1061,81000.0,3.0,894.0,6.0,1935.0,120.0
1062,90000.0,5.0,1422.0,10.0,1900.0,85.0
1063,110500.0,6.0,1103.0,5.0,1925.0,50.0
1064,154000.0,5.0,1154.0,6.0,1966.0,
1065,328000.0,7.0,1306.0,7.0,1996.0,80.0
1066,178000.0,6.0,799.0,7.0,1993.0,59.0
1067,167900.0,6.0,798.0,7.0,1964.0,80.0
1068,151400.0,6.0,1291.0,10.0,1973.0,42.0
1069,135000.0,5.0,893.0,4.0,1949.0,60.0
1070,135000.0,5.0,1048.0,6.0,1956.0,72.0
1071,154000.0,6.0,829.0,8.0,1968.0,78.0
1072,91500.0,5.0,1002.0,7.0,1948.0,50.0
1073,159500.0,6.0,698.0,6.0,1977.0,75.0
1074,194000.0,7.0,1240.0,5.0,2006.0,74.0
1075,219500.0,7.0,960.0,6.0,1940.0,75.0
1076,170000.0,5.0,1096.0,7.0,1936.0,60.0
1077,138800.0,5.0,1096.0,6.0,1969.0,
1078,155900.0,6.0,848.0,3.0,2004.0,37.0
1079,126000.0,5.0,990.0,5.0,1994.0,65.0
1080,145000.0,6.0,1258.0,5.0,1971.0,80.0
1081,133000.0,5.0,1040.0,5.0,1963.0,75.0
1082,192000.0,7.0,1459.0,6.0,2002.0,70.0
1083,160000.0,6.0,1251.0,6.0,1964.0,80.0
1084,187500.0,6.0,691.0,6.0,1995.0,
1085,147000.0,6.0,996.0,5.0,1992.0,73.0
1086,83500.0,4.0,546.0,6.0,1973.0,
1087,252000.0,8.0,1082.0,9.0,2005.0,85.0
1088,137500.0,7.0,970.0,7.0,2004.0,24.0
1089,197000.0,8.0,1247.0,4.0,2005.0,37.0
1090,92900.0,3.0,1040.0,6.0,1950.0,60.0
1091,160000.0,7.0,624.0,4.0,1999.0,24.0
1092,136500.0,6.0,1390.0,7.0,1925.0,60.0
1093,146000.0,5.0,1200.0,6.0,1965.0,71.0
1094,129000.0,5.0,936.0,4.0,1956.0,74.0
1095,176432.0,6.0,1314.0,6.0,2006.0,78.0
1096,127000.0,6.0,773.0,7.0,1914.0,60.0
1097,170000.0,8.0,1088.0,5.0,1986.0,
1098,128000.0,4.0,757.0,6.0,1936.0,50.0
1099,157000.0,7.0,1601.0,7.0,1978.0,82.0
1100,60000.0,2.0,438.0,3.0,1920.0,60.0
1101,119500.0,5.0,950.0,5.0,1971.0,61.0
1102,135000.0,5.0,1134.0,6.0,1960.0,70.0
1103,159500.0,6.0,1194.0,6.0,1959.0,79.0
1104,106000.0,5.0,630.0,6.0,1970.0,24.0
1105,325000.0,8.0,1500.0,9.0,1994.0,98.0
1106,179900.0,7.0,1442.0,6.0,1990.0,114.0
1107,274725.0,7.0,887.0,9.0,2006.0,168.0
1108,181000.0,6.0,948.0,7.0,2000.0,
1109,280000.0,8.0,1836.0,7.0,2004.0,107.0
1110,188000.0,6.0,773.0,8.0,1995.0,
1111,205000.0,7.0,1098.0,8.0,1976.0,80.0
1112,129900.0,5.0,816.0,5.0,1957.0,73.0
1113,134500.0,5.0,1008.0,6.0,1953.0,66.0
1114,117000.0,5.0,833.0,4.0,1954.0,90.0
1115,318000.0,8.0,1734.0,7.0,2007.0,93.0
1116,184100.0,8.0,779.0,7.0,2002.0,
1117,130000.0,5.0,894.0,5.0,1967.0,57.0
1118,140000.0,5.0,1021.0,6.0,1958.0,85.0
1119,133700.0,5.0,1040.0,6.0,1959.0,70.0
1120,118400.0,6.0,1012.0,6.0,1920.0,59.0
1121,212900.0,7.0,1552.0,7.0,2005.0,84.0
1122,112000.0,4.0,960.0,5.0,1956.0,
1123,118000.0,5.0,698.0,4.0,1947.0,50.0
1124,163900.0,7.0,812.0,7.0,1992.0,
1125,115000.0,4.0,1005.0,5.0,1955.0,60.0
1126,174000.0,7.0,1555.0,7.0,2007.0,53.0
1127,259000.0,7.0,1530.0,7.0,2004.0,182.0
1128,215000.0,7.0,847.0,8.0,2004.0,59.0
1129,140000.0,5.0,936.0,4.0,1980.0,60.0
1130,135000.0,4.0,1328.0,7.0,1928.0,65.0
1131,93500.0,5.0,974.0,5.0,1991.0,63.0
1132,117500.0,6.0,1178.0,8.0,1880.0,90.0
1133,239500.0,8.0,1142.0,8.0,1995.0,80.0
1134,169000.0,6.0,916.0,7.0,1997.0,57.0
1135,102000.0,6.0,986.0,5.0,1926.0,60.0
1136,119000.0,6.0,1032.0,6.0,1950.0,80.0
1137,94000.0,5.0,780.0,6.0,1875.0,54.0
1138,196000.0,6.0,1567.0,5.0,1977.0,
1139,144000.0,5.0,1167.0,6.0,1920.0,98.0
1140,139000.0,5.0,952.0,4.0,1951.0,60.0
1141,197500.0,5.0,1088.0,9.0,1976.0,
1142,424870.0,8.0,1466.0,11.0,2006.0,77.0
1143,80000.0,5.0,1006.0,5.0,1959.0,
1144,80000.0,4.0,672.0,5.0,1941.0,60.0
1145,149000.0,5.0,1042.0,8.0,1928.0,52.0
1146,180000.0,6.0,1298.0,5.0,1985.0,
1147,174500.0,7.0,860.0,7.0,1941.0,75.0
1148,116900.0,7.0,572.0,5.0,1926.0,
1149,143000.0,7.0,832.0,7.0,1920.0,50.0
1150,124000.0,6.0,932.0,4.0,1950.0,57.0
1151,149900.0,5.0,1466.0,6.0,1959.0,134.0
1152,230000.0,6.0,1811.0,6.0,1956.0,90.0
1153,120500.0,6.0,816.0,5.0,1930.0,
1154,201800.0,7.0,902.0,8.0,1965.0,
1155,218000.0,5.0,1437.0,6.0,1976.0,90.0
1156,179900.0,5.0,1265.0,6.0,1965.0,85.0
1157,230000.0,7.0,1314.0,6.0,2007.0,34.0
1158,235128.0,8.0,1580.0,7.0,2007.0,92.0
1159,185000.0,6.0,943.0,8.0,1974.0,76.0
1160,146000.0,6.0,855.0,7.0,1978.0,24.0
1161,224000.0,6.0,1640.0,7.0,1954.0,
1162,129000.0,5.0,894.0,5.0,1968.0,109.0
1163,108959.0,4.0,1258.0,6.0,1969.0,60.0
1164,194000.0,5.0,1432.0,5.0,1978.0,
1165,233170.0,7.0,1502.0,7.0,2009.0,79.0
1166,245350.0,8.0,1694.0,7.0,2008.0,64.0
1167,173000.0,6.0,959.0,7.0,2000.0,58.0
1168,235000.0,6.0,1236.0,7.0,1935.0,120.0
1169,625000.0,10.0,1831.0,10.0,1995.0,118.0
1170,171000.0,6.0,1118.0,6.0,1977.0,76.0
1171,163000.0,6.0,1261.0,6.0,1958.0,76.0
1172,171900.0,7.0,625.0,5.0,2006.0,35.0
1173,200500.0,5.0,1636.0,12.0,1946.0,138.0
1174,239000.0,6.0,1170.0,9.0,1932.0,80.0
1175,285000.0,8.0,2129.0,9.0,1992.0,85.0
1176,119500.0,5.0,923.0,5.0,1984.0,37.0
1177,115000.0,6.0,818.0,5.0,1926.0,
1178,154900.0,5.0,820.0,7.0,1921.0,54.0
1179,93000.0,5.0,1124.0,5.0,1954.0,77.0
1180,250000.0,7.0,1298.0,8.0,1990.0,
1181,392500.0,8.0,1652.0,5.0,2008.0,64.0
1182,745000.0,10.0,2411.0,10.0,1996.0,160.0
1183,120000.0,5.0,1130.0,5.0,1920.0,60.0
1184,186700.0,5.0,1572.0,5.0,1963.0,50.0
1185,104900.0,5.0,949.0,7.0,1924.0,60.0
1186,95000.0,3.0,1014.0,7.0,1900.0,107.0
1187,262000.0,8.0,1624.0,5.0,1994.0,89.0
1188,195000.0,7.0,831.0,7.0,2002.0,68.0
1189,189000.0,7.0,1028.0,7.0,1999.0,60.0
1190,168000.0,4.0,1622.0,7.0,1961.0,
1191,174000.0,8.0,764.0,5.0,1999.0,24.0
1192,125000.0,5.0,842.0,6.0,1925.0,60.0
1193,165000.0,6.0,1224.0,5.0,1999.0,
1194,158000.0,6.0,663.0,7.0,1969.0,80.0
1195,176000.0,6.0,728.0,8.0,2005.0,51.0
1196,219210.0,7.0,879.0,9.0,2006.0,58.0
1197,144000.0,7.0,815.0,7.0,1916.0,65.0
1198,178000.0,7.0,1212.0,6.0,2001.0,70.0
1199,148000.0,4.0,1382.0,6.0,1963.0,75.0
1200,116050.0,4.0,864.0,5.0,1970.0,71.0
1201,197900.0,7.0,866.0,6.0,1998.0,80.0
1202,117000.0,5.0,884.0,5.0,1925.0,50.0
1203,213000.0,7.0,1630.0,6.0,2000.0,75.0
1204,153500.0,5.0,1074.0,6.0,1975.0,78.0
1205,271900.0,7.0,2196.0,7.0,1990.0,90.0
1206,107000.0,4.0,1056.0,5.0,1966.0,
1207,200000.0,6.0,1700.0,7.0,2003.0,70.0
1208,140000.0,5.0,1283.0,6.0,1962.0,70.0
1209,290000.0,8.0,1660.0,8.0,2006.0,85.0
1210,189000.0,6.0,1055.0,8.0,1992.0,70.0
1211,164000.0,8.0,1080.0,8.0,1988.0,152.0
1212,113000.0,4.0,672.0,4.0,1941.0,50.0
1213,145000.0,4.0,960.0,3.0,1965.0,
1214,134500.0,5.0,999.0,6.0,1962.0,69.0
1215,125000.0,5.0,894.0,5.0,1966.0,99.0
1216,112000.0,6.0,1318.0,8.0,1978.0,68.0
1217,229456.0,8.0,1314.0,6.0,2009.0,72.0
1218,80500.0,4.0,672.0,3.0,1947.0,52.0
1219,91500.0,6.0,672.0,7.0,1971.0,21.0
1220,115000.0,5.0,912.0,5.0,1964.0,66.0
1221,134000.0,5.0,1211.0,5.0,1968.0,55.0
1222,143000.0,6.0,1168.0,7.0,1949.0,78.0
1223,137900.0,5.0,2136.0,7.0,1951.0,89.0
1224,184000.0,7.0,788.0,8.0,2004.0,60.0
1225,145000.0,6.0,1138.0,6.0,1958.0,65.0
1226,214000.0,6.0,894.0,9.0,2007.0,86.0
1227,147000.0,5.0,912.0,5.0,1965.0,72.0
1228,367294.0,9.0,1702.0,7.0,2008.0,65.0
1229,127000.0,5.0,1507.0,7.0,1960.0,70.0
1230,190000.0,5.0,1361.0,12.0,1977.0,
1231,132500.0,5.0,1190.0,6.0,1962.0,70.0
1232,101800.0,4.0,1224.0,6.0,1962.0,70.0
1233,142000.0,5.0,1188.0,6.0,1959.0,
1234,130000.0,5.0,1024.0,7.0,1911.0,55.0
1235,138887.0,5.0,892.0,9.0,1914.0,96.0
1236,175500.0,7.0,764.0,6.0,2003.0,36.0
1237,195000.0,7.0,847.0,8.0,2004.0,41.0
1238,142500.0,6.0,1141.0,6.0,2005.0,63.0
1239,265900.0,8.0,1484.0,6.0,2006.0,64.0
1240,224900.0,7.0,884.0,8.0,2003.0,65.0
1241,248328.0,7.0,1689.0,7.0,2007.0,83.0
1242,170000.0,7.0,1173.0,6.0,1974.0,85.0
1243,465000.0,10.0,2076.0,7.0,2006.0,107.0
1244,230000.0,8.0,792.0,7.0,1929.0,
1245,178000.0,6.0,1140.0,7.0,1984.0,78.0
1246,186500.0,7.0,756.0,6.0,2005.0,65.0
1247,169900.0,6.0,1034.0,6.0,1976.0,
1248,129500.0,6.0,1134.0,8.0,1917.0,60.0
1249,119000.0,5.0,988.0,6.0,1950.0,60.0
1250,244000.0,7.0,2110.0,8.0,1968.0,93.0
1251,171750.0,7.0,1405.0,6.0,2003.0,
1252,130000.0,5.0,874.0,5.0,1968.0,62.0
1253,294000.0,7.0,1516.0,9.0,1974.0,
1254,165400.0,7.0,760.0,7.0,2003.0,60.0
1255,127500.0,6.0,959.0,6.0,1931.0,52.0
1256,301500.0,8.0,1987.0,7.0,1994.0,91.0
1257,99900.0,5.0,864.0,4.0,1922.0,56.0
1258,190000.0,7.0,1166.0,5.0,2005.0,59.0
1259,151000.0,6.0,1054.0,6.0,1969.0,65.0
1260,181000.0,6.0,892.0,7.0,1999.0,
1261,128900.0,5.0,1050.0,5.0,1956.0,80.0
1262,161500.0,4.0,1104.0,8.0,1957.0,
1263,180500.0,6.0,1060.0,8.0,1919.0,60.0
1264,181000.0,6.0,1337.0,5.0,1998.0,34.0
1265,183900.0,7.0,713.0,6.0,1999.0,35.0
1266,122000.0,7.0,964.0,9.0,1910.0,60.0
1267,378500.0,9.0,2018.0,10.0,2008.0,89.0
1268,381000.0,8.0,1968.0,11.0,1935.0,
1269,144000.0,5.0,874.0,7.0,1958.0,78.0
1270,260000.0,7.0,1332.0,4.0,1979.0,
1271,185750.0,6.0,1489.0,7.0,1968.0,
1272,137000.0,5.0,935.0,5.0,1965.0,
1273,177000.0,6.0,1357.0,5.0,1959.0,124.0
1274,139000.0,5.0,661.0,8.0,1910.0,53.0
1275,137000.0,5.0,928.0,10.0,1948.0,95.0
1276,162000.0,6.0,735.0,6.0,1972.0,
1277,197900.0,6.0,1724.0,7.0,1967.0,
1278,237000.0,8.0,1128.0,7.0,2002.0,75.0
1279,68400.0,4.0,698.0,6.0,1920.0,60.0
1280,227000.0,7.0,1573.0,6.0,2002.0,67.0
1281,180000.0,7.0,1339.0,6.0,1990.0,50.0
1282,150500.0,5.0,1040.0,5.0,1977.0,61.0
1283,139000.0,6.0,912.0,8.0,1971.0,94.0
1284,169000.0,6.0,1699.0,10.0,1919.0,50.0
1285,132500.0,6.0,825.0,6.0,1939.0,50.0
1286,143000.0,6.0,1328.0,6.0,1963.0,
1287,190000.0,5.0,1582.0,7.0,1964.0,
1288,278000.0,8.0,1659.0,5.0,2000.0,40.0
1289,281000.0,8.0,1120.0,8.0,2006.0,86.0
1290,180500.0,5.0,1152.0,6.0,1964.0,
1291,119500.0,5.0,630.0,6.0,1972.0,21.0
1292,107500.0,5.0,1378.0,11.0,1892.0,60.0
1293,162900.0,7.0,832.0,8.0,1976.0,78.0
1294,115000.0,5.0,864.0,5.0,1955.0,60.0
1295,138500.0,5.0,1052.0,5.0,1968.0,70.0
1296,155000.0,5.0,1128.0,6.0,1963.0,80.0
1297,140000.0,6.0,1072.0,5.0,2005.0,35.0
1298,160000.0,10.0,4692.0,12.0,2008.0,313.0
1299,154000.0,5.0,1246.0,6.0,1959.0,75.0
1300,225000.0,7.0,1005.0,9.0,1999.0,
1301,177500.0,6.0,753.0,7.0,1942.0,
1302,290000.0,8.0,1203.0,8.0,1994.0,92.0
1303,232000.0,7.0,1616.0,7.0,2005.0,73.0
1304,130000.0,7.0,976.0,7.0,2004.0,32.0
1305,325000.0,9.0,1652.0,6.0,2006.0,108.0
1306,202500.0,7.0,1368.0,6.0,2005.0,48.0
1307,138000.0,5.0,990.0,5.0,1994.0,60.0
1308,147000.0,5.0,1122.0,6.0,1948.0,100.0
1309,179200.0,6.0,1294.0,6.0,1991.0,
1310,335000.0,7.0,1902.0,7.0,1959.0,100.0
1311,203000.0,7.0,1274.0,6.0,2005.0,68.0
1312,302000.0,8.0,1453.0,9.0,1990.0,
1313,333168.0,9.0,1422.0,10.0,1999.0,108.0
1314,119000.0,4.0,948.0,5.0,1954.0,60.0
1315,206900.0,6.0,1092.0,9.0,1969.0,85.0
1316,295493.0,8.0,1630.0,8.0,2008.0,61.0
1317,208900.0,7.0,1352.0,5.0,2006.0,47.0
1318,275000.0,8.0,1787.0,7.0,2001.0,
1319,111000.0,4.0,948.0,5.0,1954.0,75.0
1320,156500.0,6.0,1478.0,6.0,1957.0,70.0
1321,72500.0,3.0,720.0,4.0,1949.0,
1322,190000.0,7.0,1061.0,8.0,1992.0,107.0
1323,82500.0,4.0,708.0,5.0,1940.0,50.0
1324,147000.0,8.0,1795.0,7.0,2006.0,75.0
1325,55000.0,4.0,796.0,5.0,1922.0,40.0
1326,79000.0,3.0,774.0,6.0,1931.0,70.0
1327,130500.0,5.0,816.0,5.0,1982.0,60.0
1328,256000.0,6.0,1584.0,8.0,1920.0,60.0
1329,176500.0,7.0,955.0,8.0,1998.0,63.0
1330,227000.0,8.0,1588.0,7.0,2006.0,85.0
1331,132500.0,5.0,954.0,6.0,1976.0,55.0
1332,100000.0,4.0,816.0,3.0,1938.0,67.0
1333,125500.0,5.0,803.0,6.0,1938.0,60.0
1334,125000.0,5.0,765.0,7.0,1970.0,24.0
1335,167900.0,6.0,1334.0,6.0,1977.0,80.0
1336,135000.0,5.0,1656.0,8.0,1973.0,87.0
1337,52500.0,4.0,693.0,4.0,1941.0,153.0
1338,200000.0,7.0,920.0,8.0,2002.0,95.0
1339,128500.0,5.0,864.0,5.0,1972.0,120.0
1340,123000.0,4.0,872.0,5.0,1971.0,70.0
1341,155000.0,6.0,1114.0,6.0,2003.0,66.0
1342,228500.0,8.0,1284.0,7.0,2002.0,
1343,177000.0,6.0,1172.0,9.0,1928.0,57.0
1344,155835.0,7.0,728.0,8.0,2006.0,85.0
1345,108500.0,4.0,960.0,5.0,1920.0,50.0
1346,262500.0,7.0,2156.0,9.0,1968.0,
1347,283463.0,8.0,1776.0,7.0,2006.0,93.0
1348,215000.0,7.0,1494.0,5.0,1998.0,
1349,122000.0,8.0,938.0,8.0,1872.0,50.0
1350,200000.0,5.0,1338.0,12.0,1969.0,91.0
1351,171000.0,6.0,858.0,8.0,1962.0,70.0
1352,134900.0,6.0,786.0,4.0,1937.0,50.0
1353,410000.0,8.0,2053.0,9.0,1995.0,56.0
1354,235000.0,7.0,992.0,7.0,2000.0,
1355,170000.0,7.0,1222.0,8.0,1968.0,102.0
1356,110000.0,5.0,892.0,5.0,1966.0,
1357,149900.0,5.0,1078.0,6.0,1971.0,
1358,177500.0,6.0,769.0,5.0,2000.0,
1359,315000.0,9.0,1980.0,8.0,2004.0,129.0
1360,189000.0,5.0,990.0,8.0,1921.0,51.0
1361,260000.0,7.0,1530.0,7.0,2005.0,124.0
1362,104900.0,4.0,1281.0,7.0,1920.0,
1363,156932.0,6.0,616.0,6.0,2006.0,73.0
1364,144152.0,7.0,520.0,4.0,2005.0,30.0
1365,216000.0,7.0,814.0,7.0,2000.0,
1366,193000.0,7.0,882.0,7.0,1999.0,68.0
1367,127000.0,5.0,925.0,6.0,1977.0,41.0
1368,144000.0,6.0,848.0,4.0,2003.0,
1369,232000.0,8.0,1668.0,8.0,2003.0,48.0
1370,105000.0,4.0,840.0,6.0,1920.0,90.0
1371,165500.0,6.0,1661.0,8.0,1955.0,80.0
1372,274300.0,7.0,1108.0,8.0,1998.0,75.0
1373,466500.0,10.0,2633.0,8.0,2001.0,
1374,250000.0,7.0,1026.0,9.0,2005.0,85.0
1375,239000.0,8.0,1571.0,7.0,2007.0,89.0
1376,91000.0,6.0,790.0,4.0,1930.0,52.0
1377,117000.0,5.0,984.0,6.0,1941.0,60.0
1378,83000.0,6.0,483.0,5.0,1973.0,21.0
1379,167500.0,5.0,754.0,7.0,2006.0,73.0
1380,58500.0,3.0,864.0,5.0,1914.0,45.0
1381,237500.0,6.0,2117.0,7.0,1970.0,
1382,157000.0,7.0,998.0,8.0,1920.0,60.0
1383,112000.0,5.0,1416.0,7.0,1918.0,
1384,105000.0,6.0,698.0,6.0,1939.0,60.0
1385,125500.0,4.0,796.0,7.0,1922.0,40.0
1386,250000.0,7.0,1392.0,12.0,1978.0,80.0
1387,136000.0,6.0,1664.0,10.0,1916.0,60.0
1388,377500.0,9.0,1746.0,7.0,2006.0,42.0
1389,131000.0,6.0,869.0,6.0,1941.0,60.0
1390,235000.0,7.0,1525.0,6.0,2000.0,70.0
1391,124000.0,5.0,1584.0,8.0,1967.0,65.0
1392,123000.0,5.0,900.0,6.0,1967.0,68.0
1393,163000.0,6.0,1221.0,7.0,1905.0,60.0
1394,246578.0,7.0,1500.0,6.0,2006.0,53.0
1395,281213.0,8.0,1133.0,9.0,2005.0,88.0
1396,160000.0,5.0,1687.0,7.0,1948.0,
1397,137500.0,5.0,939.0,8.0,1920.0,51.0
1398,138000.0,5.0,1136.0,7.0,1950.0,60.0
1399,137450.0,6.0,1160.0,7.0,1925.0,51.0
1400,120000.0,6.0,950.0,5.0,1929.0,50.0
1401,193000.0,6.0,864.0,8.0,2004.0,62.0
1402,193879.0,7.0,1294.0,6.0,2006.0,64.0
1403,282922.0,8.0,1464.0,6.0,2007.0,49.0
1404,105000.0,3.0,694.0,6.0,1915.0,60.0
1405,275000.0,8.0,1646.0,5.0,2004.0,44.0
1406,133000.0,5.0,768.0,5.0,1972.0,70.0
1407,112000.0,5.0,833.0,5.0,1985.0,
1408,125500.0,4.0,741.0,6.0,1910.0,60.0
1409,215000.0,7.0,1236.0,7.0,1986.0,46.0
1410,230000.0,7.0,944.0,6.0,2001.0,79.0
1411,140000.0,6.0,1112.0,6.0,1950.0,80.0
1412,90000.0,4.0,1040.0,6.0,1949.0,60.0
1413,257000.0,8.0,1844.0,7.0,2005.0,88.0
1414,207000.0,6.0,1053.0,8.0,1923.0,64.0
1415,175900.0,7.0,1569.0,7.0,2007.0,51.0
1416,122500.0,4.0,1246.0,11.0,1885.0,60.0
1417,340000.0,8.0,1310.0,7.0,1998.0,
1418,124000.0,5.0,1144.0,6.0,1963.0,71.0
1419,223000.0,6.0,1844.0,7.0,1969.0,
1420,179900.0,6.0,708.0,7.0,1968.0,90.0
1421,127500.0,6.0,1069.0,4.0,1977.0,53.0
1422,136500.0,6.0,848.0,3.0,2003.0,37.0
1423,274970.0,6.0,1575.0,8.0,1966.0,
1424,144000.0,5.0,1344.0,6.0,1958.0,
1425,142000.0,6.0,1252.0,7.0,1959.0,80.0
1426,271000.0,7.0,1223.0,5.0,1994.0,81.0
1427,140000.0,5.0,1048.0,6.0,1945.0,60.0
1428,119000.0,5.0,804.0,4.0,1940.0,60.0
1429,182900.0,6.0,1440.0,7.0,1981.0,
1430,192140.0,5.0,734.0,7.0,2005.0,60.0
1431,143750.0,6.0,958.0,5.0,1976.0,
1432,64500.0,4.0,968.0,5.0,1927.0,60.0
1433,186500.0,6.0,962.0,8.0,2000.0,93.0
1434,160000.0,5.0,1126.0,5.0,1977.0,80.0
1435,174000.0,6.0,1537.0,7.0,1962.0,80.0
1436,120500.0,4.0,864.0,5.0,1971.0,60.0
1437,394617.0,8.0,1932.0,7.0,2008.0,96.0
1438,149700.0,6.0,1236.0,6.0,1957.0,90.0
1439,197000.0,7.0,1040.0,6.0,1979.0,80.0
1440,191000.0,6.0,1423.0,11.0,1922.0,79.0
1441,149300.0,6.0,848.0,3.0,2004.0,
1442,310000.0,10.0,1026.0,10.0,2008.0,85.0
1443,121000.0,6.0,952.0,4.0,1916.0,
1444,179600.0,7.0,1422.0,7.0,2004.0,63.0
1445,129000.0,6.0,913.0,6.0,1966.0,70.0
1446,157900.0,5.0,1188.0,6.0,1962.0,
1447,240000.0,8.0,1220.0,8.0,1995.0,80.0
1448,112000.0,4.0,796.0,6.0,1910.0,70.0
1449,92000.0,5.0,630.0,3.0,1970.0,21.0
1450,136000.0,5.0,896.0,8.0,1974.0,60.0
1451,287090.0,8.0,1578.0,7.0,2008.0,78.0
1452,145000.0,5.0,1072.0,5.0,2005.0,35.0
1453,84500.0,5.0,1140.0,6.0,2006.0,90.0
1454,185000.0,7.0,1221.0,6.0,2004.0,62.0
1455,175000.0,6.0,953.0,7.0,1999.0,62.0
1456,210000.0,6.0,2073.0,7.0,1978.0,85.0
1457,266500.0,7.0,1188.0,9.0,1941.0,66.0
1458,142125.0,5.0,1078.0,5.0,1950.0,68.0
1459,147500.0,5.0,1256.0,6.0,1965.0,75.0
